,sentiment,content
2180,0,idance well yes lol chat earlier willing learn anything else
2181,neutral,thanks my real name nadia
2182,neutral,tea amp found picture big snail walk yesterday
2183,0,besides feeling sick some thing made feel particularly happy
2184,neutral,anyone got jbs live chat vid school saw joe hug tackle nick lol
2185,neutral,tidewaterknits definitely usually found critic know virtually nothing constitutes good movie rarely wrong
2186,0,weewifie lol staying in craig got footy molly missing good weather buggy either
2187,neutral,sdrb got love fly tipper http tinyurl com mtopc worst i ve seen dead mule dumped holmbury hill
2188,0,lot reqs today fun
2189,neutral,rosaacosta u use twitpic none ur pic show phone
2190,0,scouserach today rach
2191,0,everytime still hold horrible horrible memory though
2192,0,moonfrye working extra hour
2193,0,damn never knew could miss phone much hour till told back till
2194,neutral,chinaablue
2195,0,gotta go i m going circus real circus britney s tour sadly
2196,neutral,say passed say hi busy movie task school http plurk com p rozcz
2197,0,grahamcoltonfan hahah too except haley get hit car yay leyton
2198,neutral,bb lunch room breakfast muffin
2199,0,get job stuff magazine dammit would amazing oh well
2200,neutral,andychapman sound nice downloaded twitterena lol
2201,0,feeling rather lonely broke oh wait i lonely broke
2202,neutral,takin short nap gym work kid come back home tonite
2203,neutral,idiotat tove liden th nks follow tove ddoodm idiot
2204,0,last day high school i m gonna miss friend
2205,0,modem offline week now god bless g network tim left again may schedule brutal
2206,neutral,plisdehjkt idea tempat apa yang paling cocok jupiter seru juga
2207,0,beckybuckwild omg beckky love you g s rootin you hows thing going
2208,0,mannyishere awww he cute wish could ve gone
2209,0,askegg i m sorry andrew wish something could do
2210,neutral,waaaaay tht bitchy ninth grade bullshit half yearly exam amp im sickkk
2211,0,watching killer jr awesome late though cut programme mid song twas favourite too
2212,neutral,ben stiller morning mind meet real life hope like
2213,neutral,saigon morning n hanoi there
2214,neutral,lynne lyon get championship point heat
2215,0,livefreet mean make sad
2216,neutral,mallory weiss tear stomach gastritis needless say stomach killing scope today
2217,0,funny said we d never make look far we ve come im back heahhh um yeah school
2218,neutral,nathangilmer haha should state pride important
2219,0,lisabernart great meet you thanks use umbrella i hope ate got sleep
2220,neutral,ftsk l listened while fucking pissed called friend can t wait leave shitty school
2221,neutral,karanguni nice must see
2222,neutral,miarav wanna come with go myka s party
2223,neutral,xxanixx whahahah thank
2224,0,adriandanganan clay aiken get autograph
2225,neutral,im tired great time today together thanks
2226,0,really really miss
2227,0,oops meant tr sorry lol
2228,neutral,dorzki right feel
2229,0,i m dreading hearing even worse news tonight
2230,neutral,fire flame dragonforce
2231,0,oliviamunn pretty lame babe
2232,0,thank u guy much helping follower thing im probably gonna win cause dont follower yet
2233,0,way home sleep makeup pedicure graduation ceremony
2234,neutral,forgot old twitter account please follow itsjeff stop account soon i prefer address doesnt age
2235,0,aw lose guy ten day lt
2236,0,crimsondreamer bueno hollykins need feel better asap p s miss you done uni soon you soproudofyou
2237,0,veryyy upset cant go hacienda tonight stupid nugget game
2238,neutral,debbylovespr i ve got one though think mine attributed seizure inducing color light show movie soloist
2239,neutral,sethhs help sure i m alllll way haha try alot free time right haha
2240,neutral,wow like vpl fest front office right now
2241,0,using tiffys computer it feel different mine touch different
2242,neutral,joyeuxmort miss tomorrow friday the day usually lounged around trying figure
2243,0,michyvasquez oh careful road
2244,0,donniewahlberg i m feeling inspired today i suppose b ham concert tonight
2245,neutral,varsity fanclub never same
2246,neutral,according tweetstats tweet hour am am monday sunday saturday filled tweetage
2247,neutral,liljizzel dope background
2248,0,going yum dinner watch bad girlfriend play am call time tomorrow
2249,neutral,come on leave gretel alone liked logies
2250,neutral,got back rachael s house
2251,0,return joy co i m tired tired inspire weary eyed see ire irony
2252,0,http wave google com lt google wish they d spend bit time adding bit chrome though
2253,0,youtube working properly anyone else can t watch video keep failing load
2254,0,got back from ahem meal wa boring eat nonetheless
2255,neutral,hartheart marlyrae god guy i ll call guy three way discus
2256,neutral,charelblessed haha okay different
2257,0,omg time sleep today horror really hope best weekend goodnight buddy
2258,neutral,gemma bessant yeah thats mostly feel make up sleep part vrooom vrooom part
2259,0,friday night magic last night lost bad suck draft
2260,0,yuki hime played latter part voodoo village part co op lost usual partner
2261,0,didnt devos hopefully day doesnt suck it
2262,0,mikeandbobshow awww nice
2263,0,lesliein said i m bummed missed it sigh want go california
2264,0,livefreet awww that s sad
2265,neutral,much sulking single going tonight tumblr grusome save day http tumblr com xdqxb
2266,neutral,nobody early
2267,neutral,trying wake up finding hard
2268,neutral,dravenreborn bet cool sr huh here stopped sweating since noon dad packing
2269,0,ice cream crazy mocha s mean espresso milkshake
2270,0,ohcherub yeah know mwan
2271,neutral,aewang know going test
2272,0,overslept headache
2273,0,lunafactor kinda wish went now can t fall asleep
2274,0,aw going toronto anymore
2275,neutral,benjamin cook guess shallow then
2276,neutral,cookie monstr u may try prism http prism mozilla com
2277,0,comfort food day pan mee though didnt taste good
2278,neutral,today mother s day going grandma place boring haha yay erm ok make sense w e wee
2279,0,ripped favorite pair jean
2280,0,google wave presentation http bit ly ehfov i m impressed nice really
2281,neutral,gay made tonight
2282,neutral,invited twitter
2283,neutral,nothing tonight
2284,neutral,missshonah certainly that
2285,0,erickaditioner noooooooo miss sooooooo much gaah
2286,0,san antonio mission game waitressing huge crowd meaning slow game
2287,neutral,msolf
2288,neutral,math left day dmv
2289,neutral,bobatnhtpc yo if guy want make road trip look waraw u wait long taipei
2290,neutral,mabelandviolet going send photo dm can t following me
2291,neutral,goodnight
2292,neutral,amazondotjon ask ryan stopped following twitter
2293,neutral,want van basten b milan manager
2294,0,can t get bed
2295,neutral,mandaril blocked end i ll try remember later
2296,neutral,furrytigerkitty http twitpic com ru uh wait i thought th tonight
2297,0,summersunrays that s sad
2298,neutral,mrballistic right iï¿½m stickler correct dpi export color value iï¿½m going dig find possible
2299,0,twitter one talk know celebs i m nt nice spoken
2300,neutral,caitlandkawaii im pleb take freezer put oven
2301,neutral,jess lokelani idea
2302,neutral,vinylfreak re hulu desktop window medium center http bit ly decbut extenders unfortunately
2303,neutral,bout drink imma head da house
2304,neutral,preorder razer sphex shipped today i ll paying review razer ignoring email
2305,neutral,happy mother day
2306,0,getting phone taken away
2307,neutral,need get shut eye can t let s try time ta ta twitterworld
2308,neutral,hair turn whiiite
2309,neutral,coreymekell lot im bored name crissy btw lol u doinnnn
2310,0,keep coughing gut
2311,neutral,danishaw no back th
2312,0,oh tired
2313,neutral,writersblock i m sure are toasties far behind
2314,neutral,shang byebye
2315,neutral,i m sitting altanta raining boston yay flying rain help fear
2316,neutral,sky monday
2317,0,millys yummy asian food haha listening let go sad song
2318,neutral,gdgofficial england
2319,neutral,sanctuarysunday sus thanks joining sanctuarysunday follow sanctuary people keep date tweet
2320,0,best day work best weekend ahead hopefully someone go usc with
2321,neutral,rwo y rï¿½t b t c ng user ch y n r i thï¿½ l i nhanh thï¿½i
2322,0,rorzshach oh hug
2323,neutral,wellity think ima gonna clean room gay need read good book sense sensibility come beat lily
2324,0,got thinkin weird w out dog
2325,0,krista watson can t weekend sorry steph working
2326,neutral,franco made breakfast mom he s trying cut strawberry only safe knife fb http twitpic com wsmw
2327,neutral,chictopia ok one favorite movie series star war make dork
2328,neutral,thinkreferrals oh man i m jealous got it
2329,neutral,meldrum kid eat salad getting crisp salad mr make bloody
2330,neutral,jeewilikers you call school tell swine flu day
2331,neutral,newsreader filling blog yay keep pm ing blog site love reading them
2332,0,tinogomes marcelon passed away
2333,neutral,quot i never thought i d die alone another six month i ll unknown quot
2334,neutral,dyed hair
2335,neutral,got shower
2336,0,cat missing day freaking out
2337,neutral,bensholk yeah is thanks
2338,0,cindyefolson signal make internet quot go quot pretty bad getting tech get fixed up though
2339,0,back miami miss south beach
2340,neutral,contemplating whether go prom listen s playlist quot somethings tellin might you quot stephen bishop
2341,neutral,almost dere really tired eye r really dry
2342,neutral,rofl love trina
2343,neutral,jbarsodmg email pic ur labtop me wana put one background http myloc me d
2344,neutral,mrssprousex yars
2345,0,we re gonna able talk
2346,neutral,freezing
2347,0,go work andrajoi treykinkade
2348,neutral,mileycyrus radio
2349,0,pappadeux yummy strawberry lemonade
2350,neutral,popey right enjoy lasagne
2351,0,liesboystell one love they really several woman
2352,neutral,outlawontheedge may suggest http tr im kxkw
2353,neutral,follow friday rickbaker friend
2354,0,puppy sick
2355,0,brento she maybe first mistake everyone cool sqlfool brown nose moment
2356,neutral,pm tonight international space station head texas least
2357,neutral,updated tweetie open browser still broken
2358,0,home sore foot sad sale grandas house went through miss
2359,neutral,sfx ladyj good morning
2360,0,friend san pablo right now they ll drinking laughing swimming iim here huhuhu
2361,0,omg trying fix pic working ugh also mom wont let sleep sanzz bad day
2362,neutral,inyiyruma welcome
2363,neutral,ok i m frustrated hella dust screen blackberry
2364,neutral,and iï¿½m good coming iï¿½m drive home
2365,neutral,livvixo go want go most bro switch st time www direct gov uk studentfinance
2366,neutral,fromtomm gut
